@RELATION training_keyboard

    @ATTRIBUTE pacman_positionX NUMERIC
    @ATTRIBUTE pacman_positionY NUMERIC
    @ATTRIBUTE width_map NUMERIC
    @ATTRIBUTE height_map NUMERIC
    @ATTRIBUTE legal_North {0, 1}
    @ATTRIBUTE legal_South {0, 1}
    @ATTRIBUTE legal_East {0, 1}
    @ATTRIBUTE legal_West {0, 1}
    @ATTRIBUTE legal_Stop {0, 1}
    @ATTRIBUTE pacman_direction {North, South, East, West, Stop}
    @ATTRIBUTE n_ghosts NUMERIC
    @ATTRIBUTE living_ghosts NUMERIC
    @ATTRIBUTE ghost1_positionX NUMERIC
    @ATTRIBUTE ghost1_positionY NUMERIC
    @ATTRIBUTE ghost2_positionX NUMERIC
    @ATTRIBUTE ghost2_positionY NUMERIC
    @ATTRIBUTE ghost3_positionX NUMERIC
    @ATTRIBUTE ghost3_positionY NUMERIC
    @ATTRIBUTE ghost4_positionX NUMERIC
    @ATTRIBUTE ghost4_positionY NUMERIC
    @ATTRIBUTE ghost1_direction {North, South, East, West, Stop, None}
    @ATTRIBUTE ghost2_direction {North, South, East, West, Stop, None}
    @ATTRIBUTE ghost3_direction {North, South, East, West, Stop, None}
    @ATTRIBUTE ghost4_direction {North, South, East, West, Stop, None}
    @ATTRIBUTE ghost1_distance NUMERIC
    @ATTRIBUTE ghost2_distance NUMERIC
    @ATTRIBUTE ghost3_distance NUMERIC
    @ATTRIBUTE ghost4_distance NUMERIC
    @ATTRIBUTE n_food NUMERIC
    @ATTRIBUTE closest_foo NUMERIC
    @ATTRIBUTE next_step {North, South, East, West, Stop}
    @ATTRIBUTE score NUMERIC
    @ATTRIBUTE score1 NUMERIC
    @ATTRIBUTE score2 NUMERIC
    @ATTRIBUTE score3 NUMERIC


    @data
9, 1, 20, 13, 0, 0, 1, 1, 1, Stop, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, None, None, None, None, 7, 6, 7, 8, 114, 1, Stop, 0, -1, -2, 97
9, 1, 20, 13, 0, 0, 1, 1, 1, Stop, 4, 4, 9, 7, 9, 7, 10, 8, 11, 7, East, Stop, North, West, 6, 6, 8, 7, 114, 1, Stop, -1, -2, 97, 196
9, 1, 20, 13, 0, 0, 1, 1, 1, Stop, 4, 4, 9, 8, 10, 7, 10, 9, 10, 7, North, East, North, East, 7, 7, 9, 8, 114, 1, West, -2, 97, 196, 295
8, 1, 20, 13, 0, 0, 1, 1, 1, West, 4, 4, 9, 7, 11, 7, 10, 8, 11, 7, South, East, South, East, 7, 9, 9, 9, 113, 1, West, 97, 196, 295, 394
7, 1, 20, 13, 0, 0, 1, 1, 1, West, 4, 4, 10, 7, 10, 7, 10, 8, 11, 7, East, West, South, East, 9, 9, 10, 10, 112, 1, West, 196, 295, 394, 493
6, 1, 20, 13, 1, 0, 1, 0, 1, West, 4, 4, 11, 7, 11, 7, 9, 8, 11, 7, East, East, West, East, 11, 11, 10, 11, 111, 1, North, 295, 394, 493, 592
6, 2, 20, 13, 1, 1, 0, 0, 1, North, 4, 4, 10, 7, 11, 7, 10, 8, 11, 7, West, East, East, West, 9, 10, 10, 9, 110, 1, North, 394, 493, 592, 691
6, 3, 20, 13, 1, 1, 1, 1, 1, North, 4, 4, 11, 7, 10, 7, 10, 8, 10, 7, East, West, East, East, 9, 8, 9, 9, 109, 1, North, 493, 592, 691, 790
6, 4, 20, 13, 1, 1, 0, 1, 1, North, 4, 4, 10, 7, 11, 7, 9, 8, 11, 7, West, East, West, West, 7, 8, 7, 7, 108, 1, West, 592, 691, 790, 889
5, 4, 20, 13, 1, 1, 1, 1, 1, West, 4, 4, 10, 7, 10, 7, 9, 9, 10, 7, West, West, North, East, 8, 8, 9, 9, 107, 1, West, 691, 790, 889, 988
4, 4, 20, 13, 1, 1, 1, 1, 1, West, 4, 4, 9, 7, 10, 8, 9, 10, 11, 7, West, North, North, West, 8, 10, 11, 9, 106, 1, North, 790, 889, 988, 1087
4, 5, 20, 13, 1, 1, 1, 1, 1, North, 4, 4, 9, 8, 10, 8, 9, 11, 10, 7, North, North, North, West, 8, 9, 11, 7, 105, 1, East, 889, 988, 1087, 1186
5, 5, 20, 13, 1, 1, 1, 1, 1, East, 4, 4, 9, 9, 10, 9, 10, 11, 9, 7, North, North, East, West, 8, 9, 11, 5, 104, 1, East, 988, 1087, 1186, 1285
6, 5, 20, 13, 1, 1, 0, 1, 1, East, 4, 4, 9, 10, 10, 10, 9, 11, 8, 7, North, North, West, West, 8, 9, 9, 3, 103, 1, North, 1087, 1186, 1285, 1284
6, 6, 20, 13, 1, 1, 0, 1, 1, North, 4, 4, 9, 11, 9, 10, 9, 11, 7, 7, North, West, West, East, 8, 7, 8, 3, 102, 1, North, 1186, 1285, 1284, 1483
6, 7, 20, 13, 1, 1, 1, 1, 1, North, 4, 4, 8, 11, 9, 11, 10, 11, 8, 7, West, North, East, East, 6, 7, 8, 2, 101, 1, East, 1285, 1284, 1483, 1482
7, 7, 20, 13, 0, 0, 1, 1, 1, East, 4, 4, 7, 11, 10, 11, 10, 10, 8, 7, West, East, South, East, 4, 7, 6, 1, 101, 2, East, 1284, 1483, 1482, 1481
8, 7, 20, 13, 0, 0, 1, 1, 1, East, 4, 3, 6, 11, 9, 11, 10, 11, 7, 1, West, West, North, Stop, 6, 5, 6, -1, 101, 3, West, 1483, 1482, 1481, 1580
7, 7, 20, 13, 0, 0, 1, 1, 1, West, 4, 3, 7, 11, 9, 10, 9, 11, 7, 1, East, South, West, East, 4, 5, 6, -1, 101, 2, West, 1482, 1481, 1580, 1679
6, 7, 20, 13, 1, 1, 1, 1, 1, West, 4, 3, 7, 11, 10, 10, 8, 11, 8, 1, East, East, West, East, 5, 7, 6, -1, 101, 1, North, 1481, 1580, 1679, 1978
6, 8, 20, 13, 1, 1, 0, 0, 1, North, 4, 3, 6, 11, 9, 10, 8, 11, 8, 1, West, West, West, East, 3, 5, 5, -1, 100, 1, North, 1580, 1679, 1978, 2077
6, 9, 20, 13, 1, 1, 1, 1, 1, North, 4, 3, 6, 10, 9, 11, 8, 11, 8, 1, South, North, West, East, 1, 5, 4, -1, 99, 1, North, 1679, 1978, 2077, 2176
6, 10, 20, 13, 1, 1, 0, 0, 1, North, 4, 2, 1, 2, 9, 10, 9, 11, 9, 1, North, South, East, East, 13, 3, 4, -1, 98, 1, North, 1978, 2077, 2176, 2475
6, 11, 20, 13, 0, 1, 1, 0, 1, North, 4, 2, 1, 3, 9, 10, 8, 11, 10, 1, North, South, West, East, 13, 4, 2, -1, 97, 1, East, 2077, 2176, 2475, 2574
7, 11, 20, 13, 0, 0, 1, 1, 1, East, 4, 2, 1, 4, 9, 9, 8, 11, 11, 1, North, South, West, East, 13, 4, 1, -1, 96, 1, East, 2176, 2475, 2574, 2673
9, 1, 20, 13, 0, 0, 1, 1, 1, Stop, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, None, None, None, None, 7, 6, 7, 8, 114, 1, Stop, 0, -1, -2, 97
9, 1, 20, 13, 0, 0, 1, 1, 1, Stop, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, Stop, Stop, Stop, Stop, 7, 6, 7, 8, 114, 1, Stop, -1, -2, 97, 196
9, 1, 20, 13, 0, 0, 1, 1, 1, Stop, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, Stop, Stop, Stop, Stop, 7, 6, 7, 8, 114, 1, West, -2, 97, 196, 295
8, 1, 20, 13, 0, 0, 1, 1, 1, West, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, Stop, Stop, Stop, Stop, 6, 7, 8, 9, 113, 1, West, 97, 196, 295, 394
7, 1, 20, 13, 0, 0, 1, 1, 1, West, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, Stop, Stop, Stop, Stop, 7, 8, 9, 10, 112, 1, West, 196, 295, 394, 493
6, 1, 20, 13, 1, 0, 1, 0, 1, West, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, Stop, Stop, Stop, Stop, 8, 9, 10, 11, 111, 1, North, 295, 394, 493, 592
6, 2, 20, 13, 1, 1, 0, 0, 1, North, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, Stop, Stop, Stop, Stop, 7, 8, 9, 10, 110, 1, North, 394, 493, 592, 691
6, 3, 20, 13, 1, 1, 1, 1, 1, North, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, Stop, Stop, Stop, Stop, 6, 7, 8, 9, 109, 1, West, 493, 592, 691, 790
5, 3, 20, 13, 1, 0, 1, 1, 1, West, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, Stop, Stop, Stop, Stop, 7, 8, 9, 10, 108, 1, West, 592, 691, 790, 789
4, 3, 20, 13, 1, 1, 1, 1, 1, West, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, Stop, Stop, Stop, Stop, 8, 9, 10, 11, 107, 1, West, 691, 790, 789, 888
3, 3, 20, 13, 1, 0, 1, 0, 1, West, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, Stop, Stop, Stop, Stop, 9, 10, 11, 12, 106, 1, North, 790, 789, 888, 987
4, 3, 20, 13, 1, 1, 1, 1, 1, East, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, Stop, Stop, Stop, Stop, 8, 9, 10, 11, 106, 1, North, 789, 888, 987, 1086
4, 4, 20, 13, 1, 1, 1, 1, 1, North, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, Stop, Stop, Stop, Stop, 7, 8, 9, 10, 105, 1, East, 888, 987, 1086, 1185
5, 4, 20, 13, 1, 1, 1, 1, 1, East, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, Stop, Stop, Stop, Stop, 6, 7, 8, 9, 104, 1, East, 987, 1086, 1185, 1284
6, 4, 20, 13, 1, 1, 0, 1, 1, East, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, Stop, Stop, Stop, Stop, 5, 6, 7, 8, 103, 1, North, 1086, 1185, 1284, 1383
6, 5, 20, 13, 1, 1, 0, 1, 1, North, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, Stop, Stop, Stop, Stop, 4, 5, 6, 7, 102, 1, West, 1185, 1284, 1383, 1482
5, 5, 20, 13, 1, 1, 1, 1, 1, West, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, Stop, Stop, Stop, Stop, 5, 6, 7, 8, 101, 1, West, 1284, 1383, 1482, 1581
4, 5, 20, 13, 1, 1, 1, 1, 1, West, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, Stop, Stop, Stop, Stop, 6, 7, 8, 9, 100, 1, West, 1383, 1482, 1581, 1680
3, 5, 20, 13, 1, 1, 1, 0, 1, West, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, Stop, Stop, Stop, Stop, 7, 8, 9, 10, 99, 1, South, 1482, 1581, 1680, 1779
3, 6, 20, 13, 1, 1, 1, 0, 1, North, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, Stop, Stop, Stop, Stop, 6, 7, 8, 9, 98, 1, East, 1581, 1680, 1779, 1878
4, 6, 20, 13, 1, 1, 1, 1, 1, East, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, Stop, Stop, Stop, Stop, 5, 6, 7, 8, 97, 1, East, 1680, 1779, 1878, 1977
5, 6, 20, 13, 1, 1, 1, 1, 1, East, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, Stop, Stop, Stop, Stop, 4, 5, 6, 7, 96, 1, North, 1779, 1878, 1977, 1976
5, 7, 20, 13, 0, 1, 1, 1, 1, North, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, Stop, Stop, Stop, Stop, 3, 4, 5, 6, 95, 1, East, 1878, 1977, 1976, 2175
6, 7, 20, 13, 1, 1, 1, 1, 1, East, 4, 4, 8, 7, 9, 7, 10, 7, 11, 7, Stop, Stop, Stop, Stop, 2, 3, 4, 5, 94, 1, East, 1977, 1976, 2175, 2374
1, 18, 30, 20, 0, 1, 1, 0, 1, Stop, 4, 4, 5, 9, 11, 3, 17, 6, 25, 7, None, None, None, None, 13, 25, 28, 35, 0, -1, Stop, 0, -1, -2, -3
1, 18, 30, 20, 0, 1, 1, 0, 1, Stop, 4, 4, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 13, 25, 28, 35, 0, -1, Stop, -1, -2, -3, -4
1, 18, 30, 20, 0, 1, 1, 0, 1, Stop, 4, 4, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 13, 25, 28, 35, 0, -1, South, -2, -3, -4, -5
1, 17, 30, 20, 1, 1, 0, 0, 1, South, 4, 4, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 12, 24, 27, 34, 0, -1, South, -3, -4, -5, -6
1, 16, 30, 20, 1, 1, 1, 0, 1, South, 4, 4, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 11, 23, 26, 33, 0, -1, South, -4, -5, -6, -7
1, 15, 30, 20, 1, 1, 1, 0, 1, South, 4, 4, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 10, 22, 25, 32, 0, -1, South, -5, -6, -7, -8
1, 14, 30, 20, 1, 1, 1, 0, 1, South, 4, 4, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 9, 21, 24, 31, 0, -1, South, -6, -7, -8, -9
1, 13, 30, 20, 1, 1, 0, 0, 1, South, 4, 4, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 8, 20, 23, 30, 0, -1, South, -7, -8, -9, -10
1, 12, 30, 20, 1, 1, 1, 0, 1, South, 4, 4, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 7, 19, 22, 29, 0, -1, South, -8, -9, -10, -11
1, 11, 30, 20, 1, 1, 0, 0, 1, South, 4, 4, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 6, 18, 21, 28, 0, -1, South, -9, -10, -11, -12
1, 10, 30, 20, 1, 1, 0, 0, 1, South, 4, 4, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 5, 17, 20, 27, 0, -1, South, -10, -11, -12, -13
1, 9, 30, 20, 1, 1, 0, 0, 1, South, 4, 4, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 4, 16, 19, 26, 0, -1, South, -11, -12, -13, -14
1, 8, 30, 20, 1, 1, 0, 0, 1, South, 4, 4, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 5, 15, 18, 25, 0, -1, South, -12, -13, -14, -15
1, 7, 30, 20, 1, 1, 0, 0, 1, South, 4, 4, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 6, 14, 17, 24, 0, -1, South, -13, -14, -15, -16
1, 6, 30, 20, 1, 1, 1, 0, 1, South, 4, 4, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 7, 13, 16, 25, 0, -1, East, -14, -15, -16, -17
2, 6, 30, 20, 0, 1, 1, 1, 1, East, 4, 4, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 6, 12, 15, 24, 0, -1, East, -15, -16, -17, -18
3, 6, 30, 20, 1, 1, 1, 1, 1, East, 4, 4, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 5, 11, 14, 23, 0, -1, East, -16, -17, -18, -19
4, 6, 30, 20, 1, 1, 1, 1, 1, East, 4, 4, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 4, 10, 13, 22, 0, -1, North, -17, -18, -19, -20
4, 7, 30, 20, 1, 1, 1, 1, 1, North, 4, 4, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 3, 11, 14, 21, 0, -1, North, -18, -19, -20, 179
4, 8, 30, 20, 1, 1, 1, 1, 1, North, 4, 4, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 2, 12, 15, 22, 0, -1, North, -19, -20, 179, 178
4, 9, 30, 20, 1, 1, 1, 1, 1, North, 4, 4, 5, 9, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, 1, 13, 16, 23, 0, -1, East, -20, 179, 178, 177
5, 9, 30, 20, 1, 1, 1, 1, 1, East, 4, 3, 1, 1, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, 12, 15, 22, 0, -1, South, 179, 178, 177, 176
5, 8, 30, 20, 1, 1, 1, 1, 1, South, 4, 3, 1, 1, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, 11, 14, 21, 0, -1, South, 178, 177, 176, 175
5, 7, 30, 20, 1, 1, 1, 1, 1, South, 4, 3, 1, 1, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, 10, 13, 20, 0, -1, South, 177, 176, 175, 174
5, 6, 30, 20, 1, 1, 1, 1, 1, South, 4, 3, 1, 1, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, 9, 12, 21, 0, -1, South, 176, 175, 174, 173
5, 5, 30, 20, 1, 1, 0, 1, 1, South, 4, 3, 1, 1, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, 8, 13, 22, 0, -1, South, 175, 174, 173, 172
5, 4, 30, 20, 1, 1, 0, 1, 1, South, 4, 3, 1, 1, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, 7, 14, 23, 0, -1, South, 174, 173, 172, 171
5, 3, 30, 20, 1, 0, 1, 1, 1, South, 4, 3, 1, 1, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, 6, 15, 24, 0, -1, East, 173, 172, 171, 170
6, 3, 30, 20, 0, 0, 1, 1, 1, East, 4, 3, 1, 1, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, 5, 14, 23, 0, -1, East, 172, 171, 170, 169
7, 3, 30, 20, 0, 0, 1, 1, 1, East, 4, 3, 1, 1, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, 4, 13, 22, 0, -1, East, 171, 170, 169, 168
8, 3, 30, 20, 1, 0, 1, 1, 1, East, 4, 3, 1, 1, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, 3, 12, 21, 0, -1, East, 170, 169, 168, 367
9, 3, 30, 20, 1, 0, 1, 1, 1, East, 4, 3, 1, 1, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, 2, 11, 20, 0, -1, East, 169, 168, 367, 366
10, 3, 30, 20, 1, 0, 1, 1, 1, East, 4, 3, 1, 1, 11, 3, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, 1, 10, 19, 0, -1, East, 168, 367, 366, 365
11, 3, 30, 20, 1, 0, 0, 1, 1, East, 4, 2, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 9, 18, 0, -1, North, 367, 366, 365, 364
11, 4, 30, 20, 1, 1, 0, 1, 1, North, 4, 2, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 8, 17, 0, -1, North, 366, 365, 364, 363
11, 5, 30, 20, 1, 1, 0, 1, 1, North, 4, 2, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 7, 16, 0, -1, North, 365, 364, 363, 362
11, 6, 30, 20, 1, 1, 0, 1, 1, North, 4, 2, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 6, 15, 0, -1, North, 364, 363, 362, 361
11, 7, 30, 20, 1, 1, 0, 1, 1, North, 4, 2, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 7, 14, 0, -1, North, 363, 362, 361, 360
11, 8, 30, 20, 1, 1, 0, 1, 1, North, 4, 2, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 8, 15, 0, -1, North, 362, 361, 360, 359
11, 9, 30, 20, 1, 1, 0, 1, 1, North, 4, 2, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 9, 16, 0, -1, North, 361, 360, 359, 358
11, 10, 30, 20, 1, 1, 0, 1, 1, North, 4, 2, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 10, 17, 0, -1, North, 360, 359, 358, 357
11, 11, 30, 20, 1, 1, 0, 1, 1, North, 4, 2, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 11, 18, 0, -1, North, 359, 358, 357, 356
11, 12, 30, 20, 0, 1, 1, 1, 1, North, 4, 2, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 12, 19, 0, -1, East, 358, 357, 356, 355
12, 12, 30, 20, 0, 0, 1, 1, 1, East, 4, 2, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 11, 18, 0, -1, East, 357, 356, 355, 354
13, 12, 30, 20, 0, 1, 1, 1, 1, East, 4, 2, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 10, 17, 0, -1, South, 356, 355, 354, 353
13, 11, 30, 20, 1, 1, 1, 0, 1, South, 4, 2, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 9, 16, 0, -1, South, 355, 354, 353, 352
13, 10, 30, 20, 1, 1, 1, 0, 1, South, 4, 2, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 8, 15, 0, -1, South, 354, 353, 352, 351
13, 9, 30, 20, 1, 1, 1, 0, 1, South, 4, 2, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 7, 14, 0, -1, South, 353, 352, 351, 350
13, 8, 30, 20, 1, 1, 1, 0, 1, South, 4, 2, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 6, 13, 0, -1, South, 352, 351, 350, 349
13, 7, 30, 20, 1, 1, 1, 0, 1, South, 4, 2, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 5, 12, 0, -1, South, 351, 350, 349, 348
13, 6, 30, 20, 1, 1, 1, 0, 1, South, 4, 2, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 4, 13, 0, -1, East, 350, 349, 348, 347
14, 6, 30, 20, 1, 1, 1, 1, 1, East, 4, 2, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 3, 12, 0, -1, East, 349, 348, 347, 546
15, 6, 30, 20, 0, 0, 1, 1, 1, East, 4, 2, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 2, 11, 0, -1, East, 348, 347, 546, 545
16, 6, 30, 20, 0, 0, 1, 1, 1, East, 4, 2, 1, 1, 3, 1, 17, 6, 25, 7, Stop, Stop, Stop, Stop, -1, -1, 1, 10, 0, -1, East, 347, 546, 545, 544
17, 6, 30, 20, 0, 1, 1, 1, 1, East, 4, 1, 1, 1, 3, 1, 5, 1, 25, 7, Stop, Stop, Stop, Stop, -1, -1, -1, 9, 0, -1, East, 546, 545, 544, 543
18, 6, 30, 20, 0, 1, 1, 1, 1, East, 4, 1, 1, 1, 3, 1, 5, 1, 25, 7, Stop, Stop, Stop, Stop, -1, -1, -1, 8, 0, -1, East, 545, 544, 543, 542
19, 6, 30, 20, 0, 1, 1, 1, 1, East, 4, 1, 1, 1, 3, 1, 5, 1, 25, 7, Stop, Stop, Stop, Stop, -1, -1, -1, 7, 0, -1, East, 544, 543, 542, 541
20, 6, 30, 20, 0, 1, 1, 1, 1, East, 4, 1, 1, 1, 3, 1, 5, 1, 25, 7, Stop, Stop, Stop, Stop, -1, -1, -1, 6, 0, -1, East, 543, 542, 541, 540
21, 6, 30, 20, 0, 0, 1, 1, 1, East, 4, 1, 1, 1, 3, 1, 5, 1, 25, 7, Stop, Stop, Stop, Stop, -1, -1, -1, 5, 0, -1, East, 542, 541, 540, 539
22, 6, 30, 20, 0, 0, 1, 1, 1, East, 4, 1, 1, 1, 3, 1, 5, 1, 25, 7, Stop, Stop, Stop, Stop, -1, -1, -1, 4, 0, -1, East, 541, 540, 539, 538
9, 1, 20, 9, 0, 0, 1, 1, 1, Stop, 4, 4, 8, 5, 10, 5, 11, 5, 17, 7, None, None, None, None, 5, 5, 6, 14, 68, 1, Stop, 0, -1, -2, 97
9, 1, 20, 9, 0, 0, 1, 1, 1, Stop, 4, 4, 7, 5, 10, 5, 11, 5, 17, 7, West, Stop, Stop, East, 6, 5, 6, 15, 68, 1, Stop, -1, -2, 97, 196
9, 1, 20, 9, 0, 0, 1, 1, 1, Stop, 4, 4, 7, 5, 10, 6, 10, 5, 18, 7, West, North, West, South, 6, 6, 5, 14, 68, 1, West, -2, 97, 196, 295
8, 1, 20, 9, 1, 0, 1, 1, 1, West, 4, 4, 7, 5, 10, 5, 9, 5, 18, 6, West, South, West, North, 5, 6, 5, 16, 67, 1, West, 97, 196, 295, 394
7, 1, 20, 9, 0, 0, 1, 1, 1, West, 4, 4, 6, 5, 9, 5, 9, 5, 18, 7, West, West, West, North, 5, 6, 6, 17, 66, 1, West, 196, 295, 394, 493
6, 1, 20, 9, 1, 0, 1, 1, 1, West, 4, 4, 6, 6, 9, 6, 8, 5, 18, 7, North, North, West, West, 5, 8, 6, 17, 65, 1, West, 295, 394, 493, 592
5, 1, 20, 9, 0, 0, 1, 1, 1, West, 4, 4, 6, 5, 9, 6, 8, 5, 17, 7, South, North, West, East, 5, 9, 7, 19, 64, 1, West, 394, 493, 592, 691
4, 1, 20, 9, 0, 0, 1, 1, 1, West, 4, 4, 7, 5, 9, 6, 8, 5, 18, 7, East, North, West, West, 7, 10, 8, 19, 63, 1, West, 493, 592, 691, 790
3, 1, 20, 9, 1, 0, 1, 0, 1, West, 4, 4, 7, 5, 9, 5, 8, 5, 17, 7, East, South, West, West, 8, 10, 9, 20, 62, 1, North, 592, 691, 790, 889
3, 2, 20, 9, 1, 1, 0, 0, 1, North, 4, 4, 8, 5, 9, 5, 7, 5, 17, 7, East, South, West, East, 8, 9, 7, 20, 61, 1, North, 691, 790, 889, 988
3, 3, 20, 9, 1, 1, 1, 0, 1, North, 4, 4, 7, 5, 9, 6, 8, 5, 18, 7, West, North, East, South, 6, 9, 7, 18, 60, 1, North, 790, 889, 988, 1087
3, 4, 20, 9, 1, 1, 0, 0, 1, North, 4, 4, 7, 5, 9, 5, 9, 5, 18, 6, West, South, East, South, 5, 7, 7, 16, 59, 1, North, 889, 988, 1087, 1186
3, 5, 20, 9, 0, 1, 1, 1, 1, North, 4, 4, 8, 5, 10, 5, 10, 5, 18, 5, East, East, East, South, 5, 7, 7, 16, 58, 1, East, 988, 1087, 1186, 1485
4, 5, 20, 9, 1, 0, 1, 1, 1, East, 4, 4, 7, 5, 11, 5, 9, 5, 18, 4, West, East, West, North, 3, 7, 5, 14, 57, 1, East, 1087, 1186, 1485, 1484
5, 5, 20, 9, 0, 0, 1, 1, 1, East, 4, 4, 7, 5, 11, 5, 10, 5, 18, 5, West, East, East, West, 2, 6, 5, 12, 56, 1, East, 1186, 1485, 1484, 1483
6, 5, 20, 9, 1, 1, 1, 1, 1, East, 4, 3, 1, 1, 11, 5, 10, 6, 17, 5, Stop, East, North, West, -1, 5, 5, 10, 55, 1, East, 1485, 1484, 1483, 1482
